Track Name,Artist Names,Album Name,Album Artist Names,Album Release Date,Disc Number,Track Number,Track Duration ms,Explicit,Popularity,ISRC,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Don't You Worry Child,"Swedish House Mafia, John Martin",Until Now,Swedish House Mafia,1/1/12,1,7,403493,FALSE,65,GBAAA1200643,"edm,pop dance,progressive electro house,pop edm",0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,4,,Virgin Records,"C © 2012 EMI Records Ltd, P ℗ 2012 EMI Records Ltd"
Colors Of The Wind - End Title,Vanessa Williams,Pocahontas Original Soundtrack (English Version),Various Artists,1/1/95,1,27,257933,FALSE,54,USWD10110149,"contemporary r&b,quiet storm,urban contemporary",0.574,0.238,7,-18.072,0,0.0476,0.365,0.0000132,0.126,0.126,84.018,4,,EMI Gold,"C © 1995 Disney / Disney Enterprises Inc, P This Compilation ℗ 1995 Buena Vista Pictures Distribution Inc"
Beneath Your Beautiful (feat. Emeli Sandé),"Labrinth, Emeli Sandé",Electronic Earth (Expanded Edition),Labrinth,4/2/12,1,7,271813,FALSE,72,GBHMU1200008,"indie poptimism,pop,r&b,talent show",0.561,0.522,2,-5.857,1,0.0318,0.227,0,0.104,0.238,83.962,4,,Syco Music UK,P (P) 2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited
Wouldn't It Be Nice,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix),The Beach Boys,6/16/66,1,15,153205,FALSE,73,USCA20000220,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,sunshine pop",0.392,0.629,5,-7.056,1,0.0335,0.718,0.00000376,0.129,0.72,124.511,4,,Capitol Records,"C © 2001 Capitol Records, LLC, P ℗ 2001 Capitol Records, LLC"
Together,Sia,Together,Sia,5/20/20,1,1,205207,FALSE,64,USAT22001187,"australian dance,australian pop,pop",0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,4,,Monkey Puzzle/Atlantic,"C © 2020 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States., P ℗ 2020 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States."
Sweat - Remix,"Snoop Dogg, David Guetta, Giorgio Tuinfort, Frederic Riesterer",Sweat (Snoop Dogg Vs. David Guetta) [Remix],"Snoop Dogg, David Guetta",1/1/11,1,1,195986,FALSE,73,USCA21100463,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,big room,dance pop,edm,pop,pop dance",0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,4,,Capitol Records,"C © 2011 Capitol Records, LLC, P ℗ 2011 Capitol Records, LLC"
True - Single Edit,Spandau Ballet,True - The Digital E.P.,Spandau Ballet,4/25/08,1,1,329146,FALSE,73,GBAYK8300004,"new romantic,new wave,new wave pop,sophisti-pop,synthpop",0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,4,,Parlophone UK,"C © 2008 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2008 Parlophone Records Ltd, a Warner Music Group Company"
One,Ed Sheeran,x (Deluxe Edition),Ed Sheeran,6/21/14,1,1,252760,FALSE,64,GBAHS1400092,"pop,singer-songwriter pop,uk pop",0.464,0.321,2,-11.12,1,0.0418,0.877,0,0.0789,0.306,93.528,4,,Atlantic Records UK,"C © 2014 Asylum Records UK, a Warner Music UK Company, P ℗ 2014 Asylum Records UK, a Warner Music UK Company, except track 16 2013 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc."
Stay,"Zedd, Alessia Cara",Stay,"Zedd, Alessia Cara",2/23/17,1,1,210090,FALSE,79,USUM71700736,"complextro,edm,german techno,pop,pop dance,canadian contemporary r&b,canadian pop,pop",0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,,UMGRI Interscope,"C © 2017 Interscope Records, P ℗ 2017 Interscope Records"
Oh My Goodness,Olly Murs,In Case You Didn't Know,Olly Murs,11/28/11,1,2,184013,FALSE,43,GBARL1101196,"dance pop,pop,talent show",0.638,0.803,8,-5.467,0,0.0681,0.0244,0,0.169,0.756,128.035,4,,Epic,P (P) 2011 Sony Music Entertainment UK Limited
Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat,David Guetta,8/31/11,1,13,245040,FALSE,63,GB28K1100036,"big room,dance pop,edm,pop,pop dance,australian dance,australian pop,pop",0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,4,,Parlophone (France),"C © 2011 What A Music Ltd, Licence exclusive Parlophone Music France, P ℗ 2011 What A Music Ltd, Licence exclusive Parlophone Music France"
Dream Girl,David Jones,David Jones,David Jones,1965,1,8,136293,FALSE,7,USRH11102280,,0.617,0.658,0,-9.223,1,0.0512,0.494,0,0.293,0.949,128.363,4,,Rhino,"C © 1965 Rhino Entertainment Company., P ℗ 2011 Rhino Entertainment Company, A Warner Music Group Company."
View From a Bridge,Kim Wilde,The Gold Collection,Kim Wilde,3/18/96,1,11,210946,FALSE,17,GBAYE8200218,"new romantic,new wave,new wave pop",0.593,0.834,2,-6.007,0,0.0353,0.0486,0.000584,0.115,0.813,148.719,4,,Cherry Red Records,"C (C) 1996 Cherry Red Records Ltd, P (P) 1996 Cherry Red Records Ltd"
Wrapped Up (feat. Travie McCoy),"Olly Murs, Travie McCoy",Never Been Better (Deluxe),Olly Murs,11/21/14,1,2,185640,FALSE,0,GBARL1400826,"dance pop,pop,talent show,pop rap",0.787,0.848,1,-4.696,1,0.0549,0.0915,0,0.15,0.947,121.989,4,,Epic,P (P) 2014 Sony Music Entertainment UK Limited
you broke me first,Tate McRae,you broke me first,Tate McRae,4/17/20,1,1,169265,TRUE,85,USRC12000832,"alt z,pop",0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4,,RCA Records Label,"P (P) 2020 RCA Records, a division of Sony Music Entertainment"
Like It Like That,Guy Sebastian,Like It Like That,Guy Sebastian,10/23/09,1,1,241973,FALSE,50,AUBM00900190,"australian pop,australian talent show",0.585,0.973,2,-2.894,1,0.0733,0.00676,0.0000521,0.262,0.958,161.05,4,,Sony Music Entertainment,P (P) 2009 Sony Music Entertainment Australia Pty Ltd.
No Pressure,"Justin Bieber, Big Sean",Purpose (Deluxe),Justin Bieber,11/13/15,1,7,286853,FALSE,0,USUM71516763,"canadian pop,pop,detroit hip hop,hip hop,pop rap,r&b,rap,trap",0.644,0.595,1,-6.877,1,0.215,0.121,0,0.279,0.554,148.889,3,,Universal Music Group,"C © 2015 Def Jam Recordings, a division of UMG Recordings, Inc., P ℗ 2015 Def Jam Recordings, a division of UMG Recordings, Inc."
I Wanna Be With You,Mandy Moore,I Wanna Be With You,Mandy Moore,5/9/00,1,1,252600,FALSE,58,USSM10008006,"dance pop,neo mellow,post-teen pop",0.515,0.908,8,-4.632,1,0.0368,0.0158,0.0000188,0.412,0.637,150.031,4,,Epic/550 Music,"P (P) 1999, 2000 Sony Music Entertainment Inc."
I'm In Control,"AlunaGeorge, Popcaan",I Remember,AlunaGeorge,9/16/16,1,7,209426,FALSE,55,GBUM71507516,"electropop,house,uk dance,dancehall,jamaican hip hop,reggae fusion,traphall",0.725,0.844,11,-3.707,0,0.0347,0.363,0.000716,0.125,0.711,104.001,4,,Universal-Island Records Ltd.,"C © 2016 Island Records, a division of Universal Music Operations Limited and Interscope Records, P ℗ 2016 Island Records, a division of Universal Music Operations Limited and Interscope Records"
Can't Remember to Forget You,"Shakira, Rihanna",Shakira. (Deluxe Version),Shakira,3/21/14,1,2,206866,FALSE,0,USRC11301790,"colombian pop,dance pop,latin pop,pop,barbadian pop,pop,urban contemporary",0.694,0.81,11,-3.556,0,0.0661,0.122,0,0.141,0.824,137.968,4,,RCA/Sony Latin Iberia,P (P) 2014 Ace Entertainment S.ar.l.
"It Ain't Me, Babe (with June Carter Cash)","Johnny Cash, June Carter Cash",The Essential Johnny Cash,Johnny Cash,2/12/02,2,1,182960,FALSE,51,USSM19901956,"arkansas country,outlaw country,rock,country",0.634,0.587,2,-6.595,1,0.03,0.271,0,0.165,0.623,105.642,4,,Columbia/Legacy,P This compilation (P) 2002 Sony Music Entertainment
Forever Young,Youth Group,Casino Twilight Dogs,Youth Group,1/30/07,1,8,239120,FALSE,54,USEP40638108,,0.379,0.664,11,-6.863,1,0.0307,0.0167,0.000679,0.0915,0.301,115.272,4,,Anti/Epitaph,"C 2007 Epitaph, P 2007 Epitaph"
It's Too Late,Carole King,Tapestry,Carole King,1971,1,3,233173,FALSE,72,USSM17100509,"brill building pop,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock",0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,4,,Ode/Epic/Legacy,"P Originally released 1971. All rights reserved by Ode Records. Originally released 1961, 1971. All rights reserved by Sony Music Entertainment. (P) 2007, 2008 Sony Music Entertainment."
Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",Billionaire (feat. Bruno Mars),Travie McCoy,3/9/10,1,1,211160,TRUE,76,USAT21000257,"pop rap,dance pop,pop",0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,4,,Decaydance/Fueled By Ramen,"C © 2010 Fueled By Ramen, LLC. for the United States and WEA International Inc. for the world outside of the United States. All rights reserved., P ℗ 2010 Fueled By Ramen, LLC. for the United States and WEA International Inc. for the world outside of the United States. All rights reserved."
Star Wars Theme/Cantina Band,Meco,Music Inspired By Star Wars And Other Galactic Funk,Meco,1/1/77,1,3,212306,FALSE,40,USUM71511789,,0.677,0.915,0,-3.859,1,0.0912,0.00121,0.916,0.322,0.545,124.929,4,,Island Def Jam,"C © 2015 Mercury Records, P ℗ 1999 Mercury Records"
Jump In My Car,Ted Mulry Gang,Red Dog: True Blue (Original Motion Picture Soundtrack),Cezary Skubiszewski,2011,1,13,181946,FALSE,49,AUAP07400080,australian rock,0.769,0.721,2,-12.076,1,0.109,0.488,0.00000109,0.316,0.857,123.057,4,,Universal Music Australia Pty. Ltd.,"C © 2011 Woss Group Film Productions Pty Ltd, P This Compilation ℗ 2011 Woss Group Film Productions Pty Ltd"
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,1,1,192789,FALSE,0,USCA21203108,"metropopolis,modern rock",0.653,0.822,0,-4.857,1,0.033,0.00021,0.0047,0.0838,0.762,117.949,5,,Universal Music Group,"C © 2014 Lazy Hooks, LLC, Under Exclusive License To Capitol Records, LLC, P ℗ 2014 Lazy Hooks, LLC, Under Exclusive License To Capitol Records, LLC"
Witchcraft,Pendulum,Immersion,Pendulum,5/21/10,1,12,252786,FALSE,64,GBAHT1000133,"australian dance,dancefloor dnb,drum and bass",0.42,0.969,1,-3.139,1,0.0581,0.0000284,0.00861,0.379,0.182,174.038,4,,WM UK,"C © 2010 Warner Music UK Limited, P ℗ 2010 Warner Music UK Limited"
'74-'75,The Connells,Ring,The Connells,1/1/93,1,3,278973,FALSE,0,USRZ51010979,jangle pop,0.53,0.59,11,-9.169,1,0.025,0.183,0.00227,0.0675,0.43,144.202,4,,Universal Music Group,"C © 1993 The Bicycle Music Company, P ℗ 1993 The Bicycle Music Company"
Two Princes,Spin Doctors,Pocket Full Of Kryptonite,Spin Doctors,8/27/91,1,7,256733,FALSE,74,USSM19000350,"alternative rock,pop rock,post-grunge",0.543,0.912,7,-10.71,1,0.0601,0.00162,0.0000021,0.0565,0.836,103.731,4,,Epic,P (P) 1991 SONY BMG MUSIC ENTERTAINMENT
Sorry,Toni Braxton,Sex & Cigarettes,Toni Braxton,3/23/18,1,5,236000,FALSE,37,USUM71801171,"contemporary r&b,dance pop,r&b,urban contemporary",0.699,0.68,4,-3.607,0,0.0276,0.00993,0,0.11,0.578,94.979,4,,Def Jam Recordings,"C © 2018 Def Jam Recordings, a division of UMG Recordings, Inc., P ℗ 2018 Def Jam Recordings, a division of UMG Recordings, Inc."
I Begin to Wonder,Dannii Minogue,Neon Nights (Rhino Re-issue),Dannii Minogue,3/3/03,1,3,219999,FALSE,0,GBAAP0200657,"australian dance,australian pop,europop,talent show",0.768,0.741,1,-9.252,0,0.0423,0.0234,0.000072,0.242,0.95,125.06,4,,Rhino,"C 2007 Warner Music UK Ltd, P 2007 Warner Music UK Ltd"
iYiYi (feat. Flo Rida),"Cody Simpson, Flo Rida",4 U EP,Cody Simpson,12/20/10,1,2,235800,FALSE,43,USAT21001075,"australian pop,pop,post-teen pop,dance pop,miami hip hop,pop,pop rap",0.629,0.721,5,-4.299,1,0.0287,0.0395,0,0.349,0.787,159.951,4,,Atlantic Records,"C 2011 © 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
This Is Tomorrow,Bryan Ferry,In Your Mind,Bryan Ferry,1977,1,1,220133,FALSE,37,GBAAA9900245,"glam rock,melancholia,new romantic,new wave,new wave pop,solo wave,sophisti-pop",0.421,0.66,8,-8.106,1,0.0407,0.152,0.444,0.0948,0.512,119.46,4,,EG Records,"C © 1999 Virgin Records Limited, P ℗ 1999 Virgin Records Limited"
Impossible,James Arthur,James Arthur (Deluxe),James Arthur,11/4/13,1,4,209440,FALSE,81,GBHMU1200338,"pop,talent show,uk pop",0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,4,,Syco Music,P (P) 2013 Simco Limited
Hello - Edited Version,"Stafford Brothers, Lil Wayne, Christina Milian",Hello,Stafford Brothers,1/1/12,1,1,207013,FALSE,20,USCM51200846,"australian dance,hip hop,new orleans rap,pop rap,rap,trap,dance pop,hip pop,post-teen pop,r&b,urban contemporary",0.653,0.845,4,-4.912,0,0.0352,0.219,0,0.921,0.552,123.086,4,,Cash Money,"C © 2012 Cash Money Records Inc., P ℗ 2012 Cash Money Records Inc."
"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992","Mariah Carey, Trey Lorenz",Dinner with My Darling,Various Artists,2/3/17,1,16,264240,FALSE,11,USSM19200431,"dance pop,pop,urban contemporary,contemporary r&b",0.216,0.544,5,-8.132,1,0.0431,0.663,0,0.882,0.301,75.017,4,,Legacy Recordings,P This compilation (P) 2017 Sony Music Entertainment
working,"Tate McRae, Khalid",working,"Tate McRae, Khalid",6/17/21,1,1,210219,TRUE,65,USRC12101632,"alt z,pop,pop,pop r&b",0.783,0.435,7,-7.78,1,0.0588,0.282,0,0.0833,0.512,106.974,4,,RCA Records Label,"P (P) 2021 RCA Records, a division of Sony Music Entertainment"
Love Me Like You,Little Mix,Love Me Like You,Little Mix,9/25/15,1,1,197800,FALSE,0,GBHMU1500047,"girl group,pop,talent show,uk pop",0.783,0.67,7,-3.935,1,0.0432,0.199,0,0.274,0.842,106.05,4,,Syco Music,P (P) 2015 Simco Limited under exclusive license to Sony Music Entertainment UK Limited
death bed (coffee for your head),"Powfu, beabadoobee",death bed (coffee for your head),"Powfu, beabadoobee",2/8/20,1,1,173333,FALSE,84,USSM12000925,"sad lo-fi,sad rap,bedroom pop,bubblegrunge,indie pop,pov: indie",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4,,Columbia,P (P) 2020 Columbia Records [Robots and Humans].
Borrow My Heart,Taylor Henderson,Taylor Henderson,Taylor Henderson,12/2/13,1,1,212626,FALSE,43,AUBM01300573,"australian pop,australian talent show",0.571,0.714,11,-5.005,1,0.0303,0.08,0,0.478,0.741,122.955,4,,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd.
Always,Samantha Jade,Nine,Samantha Jade,11/20/15,1,1,181880,FALSE,30,AUBM01500400,"australian pop,australian talent show",0.648,0.72,11,-3.514,1,0.05,0.00266,0,0.0717,0.594,108.012,4,,Sony Music Entertainment,P (P) 2015 Sony Music Entertainment Australia Pty Ltd.
Nasty Girl - Main,Nitty,Players Paradise,Nitty,1/1/05,1,3,248466,FALSE,0,USUR10400585,bronx hip hop,0.937,0.98,2,-5.037,1,0.0473,0.0566,0.000373,0.0273,0.939,122.007,4,,Universal Music,"C © 2005 Universal Records, a Division of UMG Recordings, Inc., P ℗ 2005 Universal Records, a Division of UMG Recordings, Inc."
Always On Time,"Ja Rule, Ashanti",Pain Is Love,Ja Rule,1/1/01,1,5,245133,TRUE,52,USDJ20110760,"dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,dance pop,hip pop,r&b,urban contemporary",0.839,0.706,5,-6.104,0,0.199,0.208,0,0.242,0.839,96.673,4,,RAL (Rush Associated Label),"C © 2001 The Island Def Jam Music Group, P ℗ 2001 UMG Recordings, Inc."
Cream - Without Rap Monologue,Prince,Diamonds and Pearls,Prince,10/1/91,1,4,253373,FALSE,57,USWB19900665,"funk,funk rock,minneapolis sound,rock,synth funk",0.852,0.591,5,-8.668,0,0.0675,0.103,0.421,0.0468,0.826,115.592,4,,Warner Records,"C © 1991 Warner Records Inc., P ℗ 1991 Warner Records Inc."
Love Action (I Believe In Love),The Human League,Dare!,The Human League,1981,1,9,301826,FALSE,56,GBAAA0200923,"new romantic,new wave,new wave pop,permanent wave,sophisti-pop,synthpop",0.702,0.588,0,-9.739,1,0.0321,0.0805,0.0193,0.184,0.728,121.738,4,,Virgin Records,"C © 2003 Virgin Records Limited, P ℗ 2003 Virgin Records Limited"
Never Gonna Fall in Love Again - Live,Mark Holden,Live At The George Ballroom,Mark Holden,2005,1,1,300240,FALSE,10,AUTQ80500015,,0.557,0.38,0,-12.645,1,0.0259,0.776,0.0667,0.0989,0.569,99.83,4,,Thompson Music P/L,"C 2005 Thompson Music P/L, P 2005 Thompson Music P/L"
You Should Hear How She Talks About You,Melissa Manchester,Hey Ricky,Melissa Manchester,1982,1,1,256386,FALSE,45,USAR18200125,"soft rock,yacht rock",0.753,0.834,4,-6.516,1,0.115,0.212,0.0000293,0.259,0.852,131.909,4,,SMSP,P (P) 1982 Arista Records LLC
(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,Bryan Adams,9/24/91,1,12,393640,FALSE,0,USAM19190012,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",0.52,0.363,1,-12.655,1,0.0286,0.0752,0.0000113,0.0609,0.273,131.224,4,,Universal Music Group,"C © 1991 UMG Recordings, Inc., P ℗ 1991 UMG Recordings, Inc."
I've Gotta Get A Message To You,Bee Gees,Idea (Deluxe Edition),Bee Gees,8/11/68,1,7,177440,FALSE,59,GBAKW6801007,"disco,mellow gold,soft rock",0.442,0.596,2,-6.327,0,0.0281,0.037,0.00000446,0.172,0.497,83.414,4,,Bee Gees Catalog,"C © 1968 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group, P ℗ 2008 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group"
I Wish I Was a Punk Rocker (with Flowers in My Hair),Sandi Thom,Smile...It Confuses People,Sandi Thom,6/5/06,1,2,151640,FALSE,63,QMFME1517557,"candy pop,scottish singer-songwriter",0.7,0.465,4,-6.815,1,0.358,0.544,0,0.606,0.719,108.102,4,,Guardian Angels Music,C (C) 2016 Guardian Angels Music LLC
Heart of Gold - 2017 Remaster,Neil Young,Decade,Neil Young,1977,1,22,187013,FALSE,0,USRE11700218,"canadian singer-songwriter,classic canadian rock,classic rock,folk rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",0.542,0.444,4,-11.567,0,0.0295,0.212,0.0519,0.102,0.827,171.719,4,,Reprise,"C © 1976 Warner Records Inc., P ℗ 1972, 1974, 1975,1976 Warner Records Inc."
Shake Ya Tailfeather - Radio,"Murphy Lee, Nelly, Diddy",Murphy's Law,Murphy Lee,1/1/03,1,18,295173,TRUE,0,USUR10300542,"dirty south rap,st louis rap,dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap",0.715,0.733,1,-7.068,1,0.262,0.134,0,0.157,0.897,87.665,4,,Motown,"C © 2003 Universal Records, a Division of UMG Recordings, Inc., P ℗ 2003 Universal Motown Records, a division of UMG Recordings, Inc."
Come Home with Me,Guy Sebastian,Madness,Guy Sebastian,11/21/14,1,11,204400,FALSE,35,AUBM01400393,"australian pop,australian talent show",0.706,0.719,2,-4.239,1,0.0573,0.00706,0,0.0377,0.495,126.112,4,,Sony Music Entertainment,P (P) 2014 Sony Music Entertainment Australia Pty Ltd.
Drop the Boy,Bros,Push (Deluxe Edition),Bros,11/8/13,1,2,248066,FALSE,30,GBARL1301264,"new romantic,new wave pop",0.553,0.843,7,-8.398,1,0.0489,0.00307,0,0.0818,0.834,177.113,4,,Sony Music UK,P (P) 2013 Sony Music Entertainment UK Limited
See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",Nine Track Mind,Charlie Puth,1/29/16,1,13,229525,FALSE,62,USAT21503426,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap,pop,viral pop",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4,,Artist Partner,"C © 2016 Artist Partners for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company., P ℗ 2016 Artist Partners for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
Now That We Found Love,"Heavy D & The Boyz, Aaron Hall",Peaceful Journey,Heavy D & The Boyz,1/1/91,1,1,258200,FALSE,65,USMC19135589,"contemporary r&b,east coast hip hop,new jack swing,old school hip hop,contemporary r&b,new jack swing,r&b",0.744,0.697,8,-14.753,1,0.0631,0.039,0,0.171,0.683,119.955,4,,Uptown,"C © 1991 MCA Records Inc., P ℗ 1991 UMG Recordings, Inc."
Call Out My Name,The Weeknd,"My Dear Melancholy,",The Weeknd,3/30/18,1,1,228373,FALSE,0,USUG11800560,"canadian contemporary r&b,canadian pop,pop",0.449,0.599,1,-4.892,1,0.0369,0.211,0,0.327,0.165,134.144,3,,Universal Republic Records,"C © 2018 The Weeknd XO, Inc., manufactured and marketed by Republic Records, a division of UMG Recordings, Inc., P ℗ 2018 The Weeknd XO, Inc., manufactured and marketed by Republic Records, a division of UMG Recordings, Inc."
